,number,value,datetime_start,datetime_complete,duration,params_batchsize,params_beta_1,params_beta_2,params_cnn_dropout_factor,params_cnn_kernel_size,params_dense_dropout_factor,params_epsilon,params_learning_rate,params_nb_cnn_input_kernel,params_nb_cnn_layers,params_nb_dense_layers,params_num_hidden0,params_num_hidden1,params_num_hidden2,params_num_hidden3,params_num_kernel0,params_num_kernel1,params_num_kernel2,params_num_kernel3,state
105,105,0.3617058992385864,2021-08-14 23:29:21.083535,2021-08-14 23:35:07.128611,0 days 00:05:46.045076,512,0.40464816325984493,0.5746113481422,0.10730092769557585,3,0.09756127086921308,3.0079981719978057e-06,0.0008800716840051651,48.614905613476026,2,1,85.62611245946258,,,,36.56434117008112,6.087941783152713,,,COMPLETE
106,106,0.35543251037597656,2021-08-14 23:35:07.171930,2021-08-15 00:02:41.427895,0 days 00:27:34.255965,32,0.3035620066897417,0.8380504605993521,0.07949349030871616,3,0.13391957113184116,8.56487872626846e-06,0.0005051569662819736,53.21474674165911,2,1,107.26294259316305,,,,39.14385060780971,25.094360514348836,,,COMPLETE
107,107,0.41904985904693604,2021-08-15 00:02:41.485677,2021-08-15 00:12:20.437981,0 days 00:09:38.952304,512,0.257976990806949,0.9562372621326565,0.11867853773252586,3,0.10519491406222858,1.1064458223696017e-06,0.001542377982932409,61.30292737909284,2,1,75.10445792898823,,,,41.15595556174598,12.893726304686577,,,COMPLETE
108,108,0.26243630051612854,2021-08-15 00:12:20.479013,2021-08-15 00:44:46.525733,0 days 00:32:26.046720,16,0.33658697498576595,0.5239524764858688,0.08691317635807147,3,0.12576074767072046,5.451030685036029e-07,0.0008985779701274762,72.19249588732889,2,1,101.80517062751373,,,,45.02552286277743,28.640469654631204,,,COMPLETE
109,109,0.4320531189441681,2021-08-15 00:44:46.570656,2021-08-15 00:55:07.714243,0 days 00:10:21.143587,512,0.28490159897614303,0.6930164855608345,0.15300783261702353,3,0.09070301154588413,3.519523190217661e-07,0.0003048373146087886,43.22586067461679,2,1,19.60323120141546,,,,33.59927805584334,15.251010605276146,,,COMPLETE
110,110,0.527052104473114,2021-08-15 00:55:07.764148,2021-08-15 01:06:19.352679,0 days 00:11:11.588531,512,0.23228671264811981,0.9033480819567804,0.06312663194502317,3,0.11489015602753867,3.6334755001380813e-06,0.0003793267424153476,33.25939499140622,2,1,90.03869954039551,,,,52.289366787077995,21.658214739847065,,,COMPLETE
111,111,0.5100874900817871,2021-08-15 01:06:19.397720,2021-08-15 01:15:10.633730,0 days 00:08:51.236010,512,0.2395606203544684,0.8928155556289229,0.010950319643414863,3,0.11283524795647183,4.291826696798136e-06,0.0006522211705463667,31.839818239613205,2,1,90.24306933597717,,,,51.706149816120906,21.346387555555747,,,COMPLETE
112,112,0.07611992955207825,2021-08-15 01:15:10.686777,2021-08-15 01:18:19.035009,0 days 00:03:08.348232,512,0.464945706722229,1.0357186418468283,0.0599147106910398,3,0.1459757986806986,1.1999538727971985e-05,0.00037624594983208813,33.136899115578984,2,1,86.76608274172482,,,,51.06494852781809,21.56155284523127,,,COMPLETE
113,113,0.07611992955207825,2021-08-15 01:18:19.112081,2021-08-15 01:21:13.830564,0 days 00:02:54.718483,512,0.23711722393655715,1.13847710382483,0.04222872352593401,3,0.11414031298016906,6.1402692721715485e-06,0.0006173192638903822,26.284941328389483,2,1,80.09210699040476,,,,56.388737796267115,18.828189476624836,,,COMPLETE
114,114,0.48522958159446716,2021-08-15 01:21:13.873707,2021-08-15 01:27:14.142072,0 days 00:06:00.268365,512,0.2525557795274438,0.9258019172440141,0.0014973522887135656,3,0.10325290263437069,2.732501508687292e-06,0.0004441308843385248,27.166275785089066,2,1,91.24540161714376,,,,40.39745415322077,20.15199374616142,,,COMPLETE
115,115,0.5065678954124451,2021-08-15 01:27:14.187009,2021-08-15 01:34:09.928225,0 days 00:06:55.741216,512,0.2770741722568118,0.7984773150882462,0.03849656306260435,3,0.115520796636621,1.964229447520253e-06,0.0005902051040333383,18.501436253689857,2,1,109.46795272984275,,,,45.33673181457952,24.100109622208464,,,COMPLETE
116,116,0.5016051530838013,2021-08-15 01:34:09.985278,2021-08-15 01:44:41.282041,0 days 00:10:31.296763,512,0.3009046942694597,0.7972825978247678,0.02764768262418696,3,0.1313939516516966,1.8450616342721914e-06,0.00025598351324370165,18.829071877682335,2,1,98.87215053334617,,,,36.04717450888422,24.10262100114436,,,COMPLETE
117,117,0.4173268973827362,2021-08-15 01:44:41.330865,2021-08-15 01:52:10.264679,0 days 00:07:28.933814,128,0.39155577084307835,0.8102120528390903,0.02460275644513485,3,0.16771147535919023,4.4195756465590375e-06,0.0004602854902902523,18.73184312636378,2,1,70.56902582178954,,,,45.41248642297247,22.719458833143317,,,COMPLETE
118,118,0.5088062882423401,2021-08-15 01:52:10.310159,2021-08-15 01:58:52.186560,0 days 00:06:41.876401,512,0.2816716816718032,0.768378483610128,0.021948131352132243,3,0.12051532182790789,1.799121586788774e-06,0.0005716493948113378,16.296216030862414,2,1,97.54747890369711,,,,35.10440927667217,29.74951586559876,,,COMPLETE
119,119,0.5172591805458069,2021-08-15 01:58:52.231964,2021-08-15 02:07:08.827611,0 days 00:08:16.595647,512,0.3320186219757229,0.8786728006127554,0.015138285373006183,3,0.11736469358187396,3.941461082570833e-06,0.0002525340705944824,16.143367694006496,2,1,99.20904233741354,,,,36.49622986804815,28.472771116814386,,,COMPLETE
120,120,0.07611992955207825,2021-08-15 02:07:08.874285,2021-08-15 02:09:30.195739,0 days 00:02:21.321454,512,1.9161091950816707,1.225450774511308,0.0055528192257790696,2,0.15250454555460316,1.508119712479668e-05,0.0005624344685976085,15.912872913702392,2,1,80.0220959254401,,,,33.598224768173004,25.742761664024535,,,COMPLETE
121,121,0.5208228826522827,2021-08-15 02:09:30.237540,2021-08-15 02:20:23.043738,0 days 00:10:52.806198,512,0.3268475992899901,0.8833291683757023,0.02564218794891631,3,0.1332960010705211,1.4614921510091688e-06,0.00023988071127869443,21.85585464891858,2,1,99.55055445200755,,,,35.86692690105577,27.765852661399602,,,COMPLETE
122,122,0.47951579093933105,2021-08-15 02:20:23.095815,2021-08-15 02:32:07.615868,0 days 00:11:44.520053,512,0.3354930345402289,0.8864246454879416,0.04838623309558735,3,0.11638518108698889,3.5983280625801747e-06,0.0002364355837448464,16.70120117239804,2,4,91.59612709209898,125.61449289970372,24.55787739633404,5.126777151151797,33.012940160019056,29.153353062213093,,,COMPLETE
123,123,0.07611992955207825,2021-08-15 02:32:07.664225,2021-08-15 02:34:34.591666,0 days 00:02:26.927441,512,0.23843025344087515,1.052456098401899,0.013291459243421387,3,0.11785676432287155,1.4307425851013455e-06,0.0003265827518203132,21.82182785666849,2,1,98.44301496180682,,,,30.174191246531777,32.39682908851842,,,COMPLETE
124,124,0.48558300733566284,2021-08-15 02:34:34.634706,2021-08-15 02:51:23.821376,0 days 00:16:49.186670,64,0.2743940673992989,0.9631818156995996,0.036970634940184786,3,0.10778277047596105,3.2470297480136464e-05,0.0003020063131842586,12.38193668051637,2,1,84.79359092817477,,,,49.38836621846951,37.769011831383324,,,COMPLETE
125,125,0.5038582682609558,2021-08-15 02:51:23.871422,2021-08-15 02:59:18.520541,0 days 00:07:54.649119,512,0.3721794776904751,0.8470037014264679,0.05204787765950906,3,0.1446997924146414,6.050998877741377e-06,0.0003944289720786216,21.83636116874061,2,1,89.74914159025225,,,,36.38377933119541,28.068642842972903,,,COMPLETE
126,126,0.5107207298278809,2021-08-15 02:59:18.564557,2021-08-15 03:06:27.508490,0 days 00:07:08.943933,512,0.20377250964246568,0.9017904062579049,0.07093549006290481,3,0.180588629676384,6.293953529246793e-06,0.00039283702202208055,21.436512410150062,2,1,108.20873526723786,,,,31.754751964834014,27.665051464291952,,,COMPLETE
127,127,0.5262863636016846,2021-08-15 03:06:27.559229,2021-08-15 03:15:11.356488,0 days 00:08:43.797259,512,0.201927553002252,0.9127894313170724,0.06874570193312597,3,0.2198536066491299,4.165890058062216e-06,0.00027225966664879043,23.700685068721743,2,1,109.2293662705364,,,,25.11912027202426,30.808673221033448,,,COMPLETE
128,128,0.5122522115707397,2021-08-15 03:15:11.413540,2021-08-15 03:24:20.456725,0 days 00:09:09.043185,512,0.20159219721687027,0.9115082628363514,0.0697635527495084,3,0.21993956038124327,1.1663920589255448e-05,0.00023034599892240827,24.682270793169625,2,1,107.3818761319424,,,,25.137617149377377,30.682990989630824,,,COMPLETE
