,number,value,datetime_start,datetime_complete,duration,params_batchnorm,params_batchsize,params_beta_1,params_beta_2,params_dense_dropout_factor,params_epsilon,params_input_dropout_factor,params_learning_rate,params_nb_dense_layers,params_num_hidden0,params_num_hidden1,params_num_hidden2,params_num_hidden3,params_num_hidden4,params_num_hidden5,params_num_hidden6,params_num_hidden7,params_num_hidden_input,state
15,15,0.07611992955207825,2021-08-07 00:28:00.034899,2021-08-07 00:29:56.793861,0 days 00:01:56.758962,True,512,1.8685149151506413,0.45144108101947233,0.16293415176385115,0.009141486645967728,0.3478355681106263,0.005607371686599611,7,226.84820825014805,23.034766515866956,111.99146236254535,107.79689125858222,129.3085217770506,13.242653173629455,484.7688951925036,,305.4913540763909,COMPLETE
16,16,0.47196123003959656,2021-08-07 00:29:56.830680,2021-08-07 00:30:38.794775,0 days 00:00:41.964095,True,512,0.6676034499961337,0.21089128910085275,0.18926799150431492,0.0019433911506571843,0.06395791586805404,0.0026369492509209645,1,84.15944068871329,,,,,,,,89.0023494690855,COMPLETE
17,17,0.46878036856651306,2021-08-07 00:30:38.837291,2021-08-07 00:31:23.302658,0 days 00:00:44.465367,True,512,0.5114340836926707,0.18747988926722492,0.4016920185269407,0.001875218974832525,0.05384587412946071,0.0018819541559423954,1,74.21954172839494,,,,,,,,81.79135006663105,COMPLETE
18,18,0.07611992955207825,2021-08-07 00:31:23.352652,2021-08-07 00:39:43.262478,0 days 00:08:19.909826,True,32,1.0221251072231503,0.16450204619031844,0.48799601747831034,0.001583818727853628,0.41164345673038444,0.002717374685374794,1,63.41646390268534,,,,,,,,86.78399300442437,COMPLETE
19,19,0.31082671880722046,2021-08-07 00:39:43.325535,2021-08-07 00:41:55.551572,0 days 00:02:12.226037,True,512,0.6036030722651334,0.2212334402287643,0.4002575644082933,0.16216144017373352,0.0515073079310392,0.00034888245615724713,1,23.94702476030297,,,,,,,,43.77581999795494,COMPLETE
20,20,0.07611992955207825,2021-08-07 00:41:55.603621,2021-08-07 00:42:47.559642,0 days 00:00:51.956021,True,512,1.6322777578779604,0.12258227023067506,0.3835566076427858,0.0025290163224308136,0.27375985721617896,0.017148491895764027,2,80.42982942462814,5.62429466052055,,,,,,,119.7334364116202,COMPLETE
21,21,0.5011191964149475,2021-08-07 00:42:47.611172,2021-08-07 00:44:04.388307,0 days 00:01:16.777135,True,512,0.45095770040832905,0.2019373780271137,0.19867788290585803,5.0349176527789946e-05,0.12657998930423103,0.001944101321796079,2,124.67462138047821,173.53085109038062,,,,,,,80.07309367153016,COMPLETE
22,22,0.4486643373966217,2021-08-07 00:44:04.444564,2021-08-07 00:45:21.698697,0 days 00:01:17.254133,True,512,0.3822199314271701,0.19594004705611492,0.3102291886956784,0.00013255200954598661,0.11731063409706374,0.002724024033161631,2,45.28110220993225,300.8332607878844,,,,,,,71.31266337351919,COMPLETE
23,23,0.43156716227531433,2021-08-07 00:45:21.743192,2021-08-07 00:46:00.410606,0 days 00:00:38.667414,True,512,0.7403639258491446,0.26769037305944776,0.211799384609307,3.6835853443864925e-05,0.003088293952842186,0.0007919528781656212,1,108.36915773540184,,,,,,,,93.29535282388095,COMPLETE
24,24,0.4554236829280853,2021-08-07 00:46:00.461906,2021-08-07 00:47:29.811018,0 days 00:01:29.349112,True,512,0.2569339147634493,0.13362641491621333,0.06743204950873219,0.0006707428925378464,0.05663765581359786,0.0042125905418413856,3,41.48432818307205,195.45087991970857,14.141767037221321,,,,,,38.4706907747661,COMPLETE
25,25,0.3332253396511078,2021-08-07 00:47:29.870732,2021-08-07 00:48:11.937921,0 days 00:00:42.067189,True,512,0.536342784333419,0.18118221404839643,0.32904519527708687,0.06441798595921448,0.16824006975010947,0.001983571418233896,1,105.87000483104995,,,,,,,,52.18695887908866,COMPLETE
26,26,0.304553359746933,2021-08-07 00:48:11.982963,2021-08-07 00:49:32.650193,0 days 00:01:20.667230,True,512,0.9086853423533908,0.12240755274770508,0.22511367406536298,0.0032423706377141433,0.04933380321344618,0.013995322127405233,2,317.84504963948234,24.21466475119276,,,,,,,112.87503416215515,COMPLETE
27,27,0.276323139667511,2021-08-07 00:49:32.698275,2021-08-07 01:18:05.871414,0 days 00:28:33.173139,True,16,0.2779942249686848,0.29656261835536574,0.4110587018977574,8.766570851783808e-05,0.09852563839638455,0.00025957361430657564,3,22.587953339184576,508.66067941450325,20.51028222158702,,,,,,73.82132355514864,COMPLETE
28,28,0.48870497941970825,2021-08-07 01:18:05.919457,2021-08-07 01:24:29.027248,0 days 00:06:23.107791,True,64,0.4047622044408312,0.2175675804529883,0.2874159156292095,0.0004891507408858426,0.14281471693558098,0.000752642668841539,1,161.73741180793394,,,,,,,,189.5590041677911,COMPLETE
29,29,0.43735456466674805,2021-08-07 01:24:29.086272,2021-08-07 01:30:34.325842,0 days 00:06:05.239570,True,64,0.4060709151015332,0.21563636029795488,0.2971606567008756,2.948534335283582e-05,0.20086676412236076,0.0002131811644562366,2,176.60936030716778,163.09591743889186,,,,,,,195.2540484886244,COMPLETE
30,30,0.4408152401447296,2021-08-07 01:30:34.385751,2021-08-07 01:43:04.888067,0 days 00:12:30.502316,True,64,0.22492244713511791,0.49256295354879337,0.07353636285375212,0.0005898214348278872,0.15638006188510117,0.0007117175505795911,3,341.3812828655073,4.394747827845345,8.592993158385756,,,,,,187.92238029827521,COMPLETE
31,31,0.42803287506103516,2021-08-07 01:43:04.934518,2021-08-07 01:47:45.973650,0 days 00:04:41.039132,True,64,0.5331234675675682,0.193217282653428,0.43988177865654615,0.0062045020259564,0.14080850217633645,0.0013726085649293648,1,90.80540192645651,,,,,,,,103.04964819046783,COMPLETE
32,32,0.359688401222229,2021-08-07 01:47:46.010692,2021-08-07 01:52:02.705723,0 days 00:04:16.695031,True,64,0.6605480185201332,0.3118424175623864,0.2568835317949201,0.00037509221528154416,0.10577483623663572,0.0037720425760745346,1,54.351482486006375,,,,,,,,138.73048110211334,COMPLETE
33,33,0.308956503868103,2021-08-07 01:52:02.744080,2021-08-07 02:15:38.717521,0 days 00:23:35.973441,True,32,0.31613235661869216,0.2433712891771117,0.35599788353959894,9.792238574499332e-05,0.1860936386082932,0.002122716060100476,2,135.93891197500216,23.972048331407198,,,,,,,166.42436645657068,COMPLETE
34,34,0.44343650341033936,2021-08-07 02:15:38.764908,2021-08-07 02:16:20.638921,0 days 00:00:41.874013,True,512,0.48734307276777106,0.17517794683426205,0.19951238249314607,0.0016369024266714362,0.07946399682474632,0.0008961841161724955,1,72.92569102930617,,,,,,,,50.11479585069852,COMPLETE
35,35,0.44461461901664734,2021-08-07 02:16:20.678956,2021-08-07 02:22:15.541422,0 days 00:05:54.862466,True,64,0.18802773613200865,0.828871892872874,0.1535337374667689,1.114387931615017e-05,0.02893053164496178,0.0005729099902632977,2,33.126956393842654,267.317413710652,,,,,,,243.68151908398602,COMPLETE
36,36,0.07611992955207825,2021-08-07 02:22:15.591468,2021-08-07 02:22:54.816076,0 days 00:00:39.224608,False,512,0.4018439276986517,0.11497658084489726,0.4988667680340497,0.003744130205434972,0.14244951984365672,0.001358993876553711,4,126.83639002338819,114.31400904710087,31.096966356014356,5.3697754012724355,,,,,62.11537370845852,COMPLETE
37,37,0.3982122242450714,2021-08-07 02:22:54.853836,2021-08-07 02:24:07.159478,0 days 00:01:12.305642,True,256,0.6127443209052745,0.2689480565314716,0.24909244136214728,0.00016935191625995223,0.2316066060986039,0.004942136901416669,1,181.49604870906492,,,,,,,,82.46839722899418,COMPLETE
38,38,0.07611992955207825,2021-08-07 02:24:07.199018,2021-08-07 02:27:21.157096,0 days 00:03:13.958078,False,64,0.30110927354967176,0.1466599912901752,0.22963533591531662,3.6224800970423567e-07,0.0764761927000733,0.000934017966630399,2,53.65966824780268,59.08227842915095,,,,,,,67.56034089978112,COMPLETE
39,39,0.2523341178894043,2021-08-07 02:27:21.202137,2021-08-07 02:55:58.899559,0 days 00:28:37.697422,True,16,0.6886491277143686,0.2199090575190033,0.27217258676723105,0.0009381646618728648,0.12198128217338294,0.002094086879984845,3,31.06701294232134,71.047645570557,73.39056817039102,,,,,,133.22128799159603,COMPLETE
40,40,0.49322593212127686,2021-08-07 02:55:58.954610,2021-08-07 02:56:46.501773,0 days 00:00:47.547163,True,512,0.9604939831820771,0.32905894193593754,0.29192327705752585,0.040738208277263196,0.040010131103363905,0.008916500895009945,1,86.0023610041006,,,,,,,,104.02088236729074,COMPLETE
41,41,0.46587929129600525,2021-08-07 02:56:46.545071,2021-08-07 02:57:28.484565,0 days 00:00:41.939494,True,512,0.90062097741078,0.33671850409090004,0.2913291066606337,0.07244722525032832,0.02368544742218863,0.009070543129119922,1,89.3277256208568,,,,,,,,101.92716760902658,COMPLETE
42,42,0.445041686296463,2021-08-07 02:57:28.521599,2021-08-07 02:58:18.534001,0 days 00:00:50.012402,True,512,0.8615300843611552,0.40966252200201075,0.33081053965764273,0.04591688055369315,0.055972505298261574,0.024054061485537355,1,61.58591575216772,,,,,,,,125.4746136329614,COMPLETE
43,43,0.07611992955207825,2021-08-07 02:58:18.588050,2021-08-07 02:59:11.027655,0 days 00:00:52.439605,True,512,1.3434959638309465,0.24665002847315576,0.18045106149576218,0.2032051901411393,0.09488060203492432,0.003273069451257517,2,147.55735404246423,141.7079055258714,,,,,,,78.67967920398945,COMPLETE
44,44,0.3627220094203949,2021-08-07 02:59:11.072696,2021-08-07 03:00:35.663066,0 days 00:01:24.590370,True,256,0.10259319498069368,0.2924883559775025,0.19812811848581707,8.12189373985391e-06,0.07319412148725356,0.010758200029865871,1,96.43444701338147,,,,,,,,153.22325360291703,COMPLETE
45,45,0.07611992955207825,2021-08-07 03:00:35.708107,2021-08-07 03:01:08.350741,0 days 00:00:32.642634,False,512,0.5173152486568933,0.20160336894571743,0.28190838719743083,0.0003058669612043804,0.03653644644899531,0.0011736982659889088,1,122.70553303973956,,,,,,,,90.68813755071659,COMPLETE
46,46,0.07611992955207825,2021-08-07 03:01:08.398784,2021-08-07 03:04:14.334579,0 days 00:03:05.935795,True,128,1.1237991240980674,0.1578878391876669,0.32375449495603,0.005279403581195613,0.005749617712638849,0.0063137346640736135,2,77.66737098777118,237.1747519514372,,,,,,,109.00464346603908,COMPLETE
47,47,0.07611992955207825,2021-08-07 03:04:14.385832,2021-08-07 03:24:59.936561,0 days 00:20:45.550729,True,32,0.4415946131790939,1.942623670552854,0.23791008133614935,4.399202346846401e-05,0.14392887679631747,0.0017455642605046433,5,191.21141386360253,29.919814732068033,300.2491518362917,490.9519742172093,446.2123274188233,,,,56.28633513135622,COMPLETE
48,48,0.25881364941596985,2021-08-07 03:24:59.980525,2021-08-07 03:26:30.079504,0 days 00:01:30.098979,True,512,0.36033155335098305,0.2429796475283596,0.3636033660207538,0.028241582442026368,0.11964744630903408,0.02972213334516962,3,315.58206943733177,387.18138689250276,4.4864048619604935,,,,,,172.0326519868048,COMPLETE
49,49,0.43009454011917114,2021-08-07 03:26:30.124425,2021-08-07 03:27:36.580756,0 days 00:01:06.456331,True,512,0.8160752670570328,0.5158047733145371,0.1359026866701723,0.0013408817517718173,0.18567428339350514,0.002888010319914757,2,13.913023238500966,347.070866828672,,,,,,,243.12264900227825,COMPLETE
50,50,0.07611992955207825,2021-08-07 03:27:36.623613,2021-08-07 03:31:54.560772,0 days 00:04:17.937159,True,64,1.3445473881486723,0.14145418290940015,0.43605002378392277,4.235817421788146e-06,0.06477495659961512,0.0005142013826689754,1,256.037486184272,,,,,,,,97.28409839094735,COMPLETE
51,51,0.40033280849456787,2021-08-07 03:31:54.605569,2021-08-07 03:32:37.391412,0 days 00:00:42.785843,True,512,0.9727063688902188,0.36037938451892193,0.2967362300955722,0.20939514872967574,0.029155310581965223,0.009251751469683354,1,85.83700182216293,,,,,,,,103.28629530561943,COMPLETE
52,52,0.4013931155204773,2021-08-07 03:32:37.428609,2021-08-07 03:33:19.515174,0 days 00:00:42.086565,True,512,0.5790947405709184,0.3321406172301083,0.2617299534755555,0.08761336140704867,0.02053841383318872,0.004662375352415368,1,51.81236688836544,,,,,,,,78.55922088054203,COMPLETE
53,53,0.4679409861564636,2021-08-07 03:33:19.559216,2021-08-07 03:34:07.012123,0 days 00:00:47.452907,True,512,0.6809250879594958,0.39341135949614797,0.28897734281334225,0.017978050272712154,0.0019391821749239826,0.007515732855251759,1,68.63331380923674,,,,,,,,86.49341575483648,COMPLETE
54,54,0.4421406090259552,2021-08-07 03:34:07.048158,2021-08-07 03:36:17.247354,0 days 00:02:10.199196,True,512,0.6489928850796647,0.415523773863694,0.19269831623546793,0.021761685385999572,0.092381888288434,0.014166336314098521,2,66.07706271428236,511.47946845099517,,,,,,,65.80702442328277,COMPLETE
55,55,0.48249050974845886,2021-08-07 03:36:17.297692,2021-08-07 03:37:14.682788,0 days 00:00:57.385096,True,512,0.7794421640234448,0.21889955342239617,0.21692706196146896,0.009027879843483569,0.044057884180069624,0.006510397640962123,1,113.50864677970631,,,,,,,,88.52234556557377,COMPLETE
56,56,0.4505051076412201,2021-08-07 03:37:14.734834,2021-08-07 03:40:17.807030,0 days 00:03:03.072196,True,128,0.7932036143105553,0.174531150487575,0.21298501501928735,0.010874761676910984,0.04437188204349435,0.002363732807455238,2,152.17662063813526,226.07970903055008,,,,,,,73.28220234071286,COMPLETE
57,57,0.4946101903915405,2021-08-07 03:40:17.851977,2021-08-07 03:41:15.155999,0 days 00:00:57.304022,True,512,0.4491037090339661,0.2125274047517594,0.1545652108746182,0.0004787928231179379,0.10970275259593501,0.0035577780794499203,1,112.3062620115611,,,,,,,,123.28073418262554,COMPLETE
58,58,0.07611992955207825,2021-08-07 03:41:15.195034,2021-08-07 03:52:27.496358,0 days 00:11:12.301324,False,16,0.43207940742296175,0.21926508960990854,0.09604032559033295,0.00045482670780056715,0.49533250533330586,0.0036466011175065143,1,116.30391640586537,,,,,,,,127.46363417962709,COMPLETE
59,59,0.07611992955207825,2021-08-07 03:52:27.536860,2021-08-07 03:53:43.358799,0 days 00:01:15.821939,True,512,1.2070738436786366,0.26170246435805317,0.14460001459728444,8.072959155715292e-05,0.3198941066796312,0.006671265351925722,4,208.1449797134986,87.83653849778884,9.201241791738537,11.195903343791905,,,,,117.86293182564138,COMPLETE
60,60,0.3923659324645996,2021-08-07 03:53:43.396731,2021-08-07 03:55:20.097456,0 days 00:01:36.700725,True,256,0.34377312265968935,0.16366790288717786,0.1673219278415734,0.0001882332656094486,0.2153412680709194,0.005196688055003077,2,163.69333688784926,160.70450075396124,,,,,,,143.337121184459,COMPLETE
61,61,0.4937855303287506,2021-08-07 03:55:20.148503,2021-08-07 03:56:09.466274,0 days 00:00:49.317771,True,512,0.5552304096197016,0.1953708675386836,0.17644808751687235,0.0017758016746959784,0.11045986052834025,0.0014499918128847169,1,98.26634476358042,,,,,,,,91.99204909241443,COMPLETE
62,62,0.4739198386669159,2021-08-07 03:56:09.513317,2021-08-07 03:56:51.644049,0 days 00:00:42.130732,True,512,0.5745032943630216,0.2062104687456601,0.11822252959850671,0.007353838038394608,0.10931752385893834,0.0015381785336565984,1,106.64831051837716,,,,,,,,92.16008925020556,COMPLETE
63,63,0.5190262794494629,2021-08-07 03:56:51.695094,2021-08-07 03:57:52.232051,0 days 00:01:00.536957,True,512,0.5689802064076342,0.19134278918164968,0.10277147022137609,0.006336813327316474,0.16806022622721561,0.0013465565716402992,1,104.10700855371418,,,,,,,,111.5086961140791,COMPLETE
64,64,0.47618767619132996,2021-08-07 03:57:52.264765,2021-08-07 03:58:35.704200,0 days 00:00:43.439435,True,512,0.47102861557971787,0.18727166740475204,0.09382205244793784,0.0009789459129878897,0.16008538206859257,0.000656123247168572,1,129.38927236200794,,,,,,,,110.60673130459178,COMPLETE
65,65,0.47729215025901794,2021-08-07 03:58:35.754940,2021-08-07 03:59:18.355613,0 days 00:00:42.600673,True,512,0.7327950138459276,0.23000914041412054,0.04349213043510073,0.0037554206116307462,0.12964340484749548,0.001022292975771793,1,100.41083683795527,,,,,,,,121.01016394158385,COMPLETE
66,66,0.32525843381881714,2021-08-07 03:59:18.406659,2021-08-07 04:00:31.613117,0 days 00:01:13.206458,True,512,0.3874109849075293,0.1338736752794956,0.16070852118750828,0.03661152004185021,0.1642752964805129,0.00039218860657167496,2,153.5221602791945,17.908008236867882,,,,,,,147.3422545561699,COMPLETE
67,67,0.4966866075992584,2021-08-07 04:00:31.658052,2021-08-07 04:01:14.259728,0 days 00:00:42.601676,True,512,0.5691158794879304,0.3117205234865477,0.17498666806688484,5.769747352330911e-05,0.17437326314985985,0.00115302583928127,1,252.73679950220054,,,,,,,,95.65288012243401,COMPLETE
68,68,0.4035431444644928,2021-08-07 04:01:14.308773,2021-08-07 04:17:58.763631,0 days 00:16:44.454858,True,32,0.3108341506753491,0.31165026252107053,0.12881437487458733,2.2594139789517138e-05,0.18187925575602576,0.0012650682458395061,1,269.95647426271086,,,,,,,,220.39131318298016,COMPLETE
69,69,0.45328837633132935,2021-08-07 04:17:58.804973,2021-08-07 04:23:59.736632,0 days 00:06:00.931659,True,64,0.47884628269279617,0.27872047863340604,0.08075383336959939,1.552043731569055e-05,0.2612257342472235,0.0008701247880484883,2,393.7989181733662,50.760435484557796,,,,,,,132.15436486483213,COMPLETE
70,70,0.4476335048675537,2021-08-07 04:23:59.778670,2021-08-07 04:24:41.230301,0 days 00:00:41.451631,True,512,0.5615920399621146,0.16228374986199817,0.17407597684510243,0.00023170179859551002,0.20610472588068662,0.0007616247130642636,1,200.21793450019396,,,,,,,,410.5949322141506,COMPLETE
71,71,0.5018996596336365,2021-08-07 04:24:41.269445,2021-08-07 04:25:27.381939,0 days 00:00:46.112494,True,512,0.4387246821365797,0.2538891464691219,0.20829026533146053,5.205738651832468e-05,0.14688014274330913,0.0014741371945907616,1,135.74987556646076,,,,,,,,97.08675317582016,COMPLETE
72,72,0.48587754368782043,2021-08-07 04:25:27.419519,2021-08-07 04:26:10.055668,0 days 00:00:42.636149,True,512,0.4317150299983086,0.2532208413438149,0.15495133525910004,4.592137153785139e-05,0.14657367802627874,0.0016302698061044943,1,134.7394922370104,,,,,,,,106.89532542782938,COMPLETE
73,73,0.4844932556152344,2021-08-07 04:26:10.092704,2021-08-07 04:26:53.160802,0 days 00:00:43.068098,True,512,0.5043863137057295,0.28704275107700444,0.24575946967427373,9.532748648587344e-05,0.23420202275947347,0.0011004485065151462,1,171.13361222630155,,,,,,,,115.15596403863294,COMPLETE
74,74,0.3869614005088806,2021-08-07 04:26:53.197959,2021-08-07 04:27:45.544320,0 days 00:00:52.346361,True,512,0.36453668543045187,0.1960548683696953,0.20669052439970723,5.2340548333545335e-05,0.13507305524099025,0.0022783327724856107,2,290.1171639947156,7.9681388350527484,,,,,,,165.53590336335657,COMPLETE
75,75,0.4782346189022064,2021-08-07 04:27:45.582042,2021-08-07 04:28:28.382427,0 days 00:00:42.800385,True,512,0.4270997351712847,0.2342991689093787,0.1815672062348003,0.0005522236130476191,0.17372480150417463,0.0006350903055646187,1,229.07978359560633,,,,,,,,98.76370583078116,COMPLETE
76,76,0.48876386880874634,2021-08-07 04:28:28.424465,2021-08-07 04:29:14.616399,0 days 00:00:46.191934,True,512,0.46912611340228483,0.17751922809764148,0.0105334982971957,6.475706468531758e-05,0.19577402032115448,0.0014884381568253042,1,146.57856587042664,,,,,,,,70.87297166925872,COMPLETE
77,77,0.4928283095359802,2021-08-07 04:29:14.654433,2021-08-07 04:30:09.950632,0 days 00:00:55.296199,True,512,0.6007680421683427,0.17774480401838638,0.012096190363506598,6.453016856441643e-05,0.19515754167741114,0.0014465741902193042,2,97.80721933085114,122.05257024324808,,,,,,,73.19026819547476,COMPLETE
78,78,0.4443642795085907,2021-08-07 04:30:09.991794,2021-08-07 04:31:15.271055,0 days 00:01:05.279261,True,512,0.6125058094827274,0.3223410799348628,0.0012724464147867848,2.113944677555237e-05,0.155454748301843,0.0018205797039752478,3,93.61385965135008,132.68518070966047,27.682756834353672,,,,,,60.84382911137645,COMPLETE
79,79,0.44158101081848145,2021-08-07 04:31:15.324103,2021-08-07 04:32:40.179136,0 days 00:01:24.855033,True,512,0.5341281119011401,0.1132151219264576,0.22757711397361507,0.00011409908706881778,0.2246246731066237,0.002596775108551755,2,59.599450290761474,80.984372568245,,,,,,,81.90090756501257,COMPLETE
80,80,0.4376196563243866,2021-08-07 04:32:40.221429,2021-08-07 04:33:35.679776,0 days 00:00:55.458347,True,512,0.6435480645316829,0.1564180620437991,0.1432978350805732,5.952993123204921e-06,0.11351111328665102,0.0032813786159525135,2,46.200946766617804,32.10777951072626,,,,,,,96.01811790870009,COMPLETE
81,81,0.4067828953266144,2021-08-07 04:33:35.723814,2021-08-07 04:34:14.447970,0 days 00:00:38.724156,True,512,0.47773781978463137,0.26373495441627703,0.018518587535106337,6.338316123734674e-05,0.19739387529167657,0.0015185145748341572,1,77.64563332523026,,,,,,,,72.9165978270451,COMPLETE
82,82,0.47330132126808167,2021-08-07 04:34:14.493522,2021-08-07 04:34:57.638690,0 days 00:00:43.145168,True,512,0.5479782774760779,0.17672420635714994,0.054995182615645004,1.6550257292776833e-06,0.24737954825229574,0.001298084951005035,1,132.911492871952,,,,,,,,69.77582899406242,COMPLETE
83,83,0.39632728695869446,2021-08-07 04:34:57.678729,2021-08-07 04:35:36.484917,0 days 00:00:38.806188,True,512,0.463845276286284,0.18382568042154754,0.10462091327933942,0.00014442975350145417,0.19129444191417855,0.0009328076982607926,1,101.95495231438542,,,,,,,,77.89295621589308,COMPLETE
84,84,0.4894118309020996,2021-08-07 04:35:36.528334,2021-08-07 04:36:47.652902,0 days 00:01:11.124568,True,512,0.7209611075167188,0.20249443045447219,0.0061511033262024745,3.132048233786386e-05,0.17250876822893946,0.001930170940250223,3,144.93052888809183,196.52421001149332,72.71301922487135,,,,,,85.73313290907645,COMPLETE
