,number,value,datetime_start,datetime_complete,duration,params_batchnorm,params_batchsize,params_beta_1,params_beta_2,params_dense_dropout_factor,params_epsilon,params_input_dropout_factor,params_learning_rate,params_nb_dense_layers,params_num_hidden0,params_num_hidden1,params_num_hidden2,params_num_hidden3,params_num_hidden4,params_num_hidden5,params_num_hidden6,params_num_hidden7,params_num_hidden_input,state
17,17,0.5717609524726868,2021-08-04 23:38:38.905721,2021-08-04 23:52:25.059716,0 days 00:13:46.153995,True,128,0.1084262806658008,0.5491060638986658,0.2329680954440834,1.3957685122789013e-07,0.19553028677420037,0.00039183879295504005,6,458.4386484491589,496.19637268330405,160.45097339452354,42.44242283499978,10.152427666252352,112.01006113595713,,,239.28577047274663,COMPLETE
18,18,0.5223691463470459,2021-08-04 23:52:25.110762,2021-08-05 00:20:31.139362,0 days 00:28:06.028600,True,128,0.10649152079446948,0.5398906255323812,0.23903124616346466,1.4273208554012107e-07,0.21469437486227574,0.00011477395263950964,6,17.602896523556037,294.17489596311634,140.01706372904692,32.11776221718056,14.95248235225628,115.02396360225038,,,246.2517326803037,COMPLETE
19,19,0.5064795613288879,2021-08-05 00:20:31.190408,2021-08-05 00:49:20.796569,0 days 00:28:49.606161,True,128,0.1054647066285309,0.5040959812716016,0.2392053105514637,1.0071697825178385e-07,0.22161003585202657,0.00010374928815524878,6,11.996427848258985,241.40978939929366,187.7110417462014,39.3023529842114,20.045492828374883,138.9347081430742,,,230.38962463738306,COMPLETE
20,20,0.07611992955207825,2021-08-05 00:49:20.850619,2021-08-05 00:55:36.609739,0 days 00:06:15.759120,True,128,1.8860238112623755,0.2732804207658933,0.2435345283279371,4.968276011767578e-07,0.2889719982240412,0.00025497821788214174,6,23.689682104845648,81.60072559614765,117.80538343118508,29.490882749281035,148.55270936899075,89.46468156136811,,,106.07420150116268,COMPLETE
21,21,0.38780078291893005,2021-08-05 00:55:36.656781,2021-08-05 01:14:21.905297,0 days 00:18:45.248516,True,128,0.1427365524133725,0.5806183728273562,0.2986485832028868,5.851040919642792e-07,0.19472986601879916,0.00018439830789126807,6,5.578788535745636,457.01524876126547,255.08613650682872,29.250610998068595,10.244537421665253,93.15888818901992,,,257.6824233764409,COMPLETE
22,22,0.4744499623775482,2021-08-05 01:14:21.943332,2021-08-05 01:39:50.675136,0 days 00:25:28.731804,True,128,0.10500136289471326,0.4152839330933121,0.20128305356690562,1.2613451466802118e-07,0.08925461418782119,0.0005346515671927203,7,11.532982099295586,313.4160062162395,109.57909412473093,60.18791066960996,15.675153525695098,232.38558843829938,22.804498428036247,,162.31407472887554,COMPLETE
23,23,0.39305806159973145,2021-08-05 01:39:50.726183,2021-08-05 01:50:12.992084,0 days 00:10:22.265901,True,128,0.16709128434349002,0.6862448484307851,0.34474439033705623,1.1888899176177154e-06,0.1999596789723273,0.000730173115234075,5,27.926939052943958,113.99829668896871,302.9237797359247,24.30454006328383,6.565103494426246,,,,393.71695140471314,COMPLETE
24,24,0.07611992955207825,2021-08-05 01:50:13.044131,2021-08-05 01:54:13.586500,0 days 00:04:00.542369,True,128,0.12970916125190476,1.1666841757692956,0.4918940400567517,1.0889094115453398e-07,0.11988280994675898,0.00015407889379444634,3,18.11998240402055,505.26079744786,136.69024080574755,,,,,,281.56598670811553,COMPLETE
25,25,0.4181221127510071,2021-08-05 01:54:13.632541,2021-08-05 02:13:33.028057,0 days 00:19:19.395516,True,128,0.18147981460354234,0.5367268914709507,0.2819204803156084,1.944393787380331e-06,0.27207366864084337,0.0003092799540752474,7,9.001555279779579,239.34937322324757,77.97103107367553,47.12387122434762,8.032189581469165,51.73775116956861,210.937032639257,,193.02197483704464,COMPLETE
26,26,0.29682207107543945,2021-08-05 02:13:33.069094,2021-08-05 02:26:38.649255,0 days 00:13:05.580161,True,128,0.3339083946870791,0.2928623198761355,0.13105835643440744,2.634776016997554e-07,0.03854275264697221,0.0042030516792082575,6,4.042085205788199,491.1049591230949,178.13382149142117,252.15506244918274,26.902169113485225,151.0734287667567,,,137.35267074192924,COMPLETE
27,27,0.34443199634552,2021-08-05 02:26:38.688290,2021-08-05 02:39:18.217803,0 days 00:12:39.529513,True,64,0.12476900652121185,0.6739973050390669,0.42188492121210863,2.6513806371329727e-05,0.13286851982341366,0.0012994774999820205,5,317.5632194134204,287.7996217625986,88.86318974278075,45.38385377268737,15.247921064922345,,,,278.08131465358395,COMPLETE
28,28,0.5952198505401611,2021-08-05 02:39:18.270850,2021-08-05 02:43:46.007905,0 days 00:04:27.737055,True,512,0.20023261869456727,0.3936271770873379,0.23449470936801145,2.7755576151260303e-06,0.1889712387687111,0.00047236470657853247,4,115.13192225652153,167.17343282915832,43.55289899601728,21.90064741757071,,,,,448.2612081694403,COMPLETE
29,29,0.579094648361206,2021-08-05 02:43:46.045940,2021-08-05 02:46:50.482375,0 days 00:03:04.436435,True,512,0.19576399523968938,0.3901429515867036,0.2364691177733944,0.00011030342150468686,0.28899802424531146,0.0004677134023465883,3,129.2374466245155,143.9657020183814,15.353475234019534,,,,,,170.33284539992601,COMPLETE
30,30,0.5923334956169128,2021-08-05 02:46:50.524412,2021-08-05 02:48:57.082304,0 days 00:02:06.557892,True,512,0.31850972317549575,0.10163550841512947,0.2059821640833452,0.0001328876611798997,0.2926771181822271,0.00044104035048740306,2,125.07451604050361,60.478276811072476,,,,,,,162.69400493374638,COMPLETE
31,31,0.5869289636611938,2021-08-05 02:48:57.120338,2021-08-05 02:51:34.299027,0 days 00:02:37.178689,True,512,0.32070093950527206,0.11505364404556631,0.21161937502060682,0.00010859079758150793,0.2996372921357489,0.0005015499103585828,2,139.15231340246592,73.84363777462842,,,,,,,162.64340038755574,COMPLETE
32,32,0.5428828001022339,2021-08-05 02:51:34.344069,2021-08-05 02:53:33.760475,0 days 00:01:59.416406,True,512,0.32430946942651556,0.11709252892161277,0.19927800977781723,0.00016123918644200778,0.38789256676366846,0.0007342958557228927,2,119.12366441149977,53.864474003179694,,,,,,,90.54913649899142,COMPLETE
