subject,train_epochs,retraining_epochs,retraining_samples,retraining_method,train_loss,val_loss,train_accuracy,val_accuracy,test_accuracy,pre_retraining_train_accuracy,pre_retraining_test_accuracy,new_train_loss,new_val_loss,new_train_accuracy,new_val_accuracy,new_test_accuracy,r_train_loss,r_val_loss,r_train_accuracy,r_val_accuracy,r_test_accuracy
1, 37, 44, 83Perc, all, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5753961205482483, 0.43970051407814026, 0.7525261640548706, 0.5393565893173218, 0.886991024017334, 0.9582436680793762, 0.4413193166255951, 0.6650797128677368, 0.43961793184280396, 0.904071569442749, 0.9758932590484619, 0.4605422914028168
1, 37, 60, 83Perc, first, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5753961205482483, 0.43970051407814026, 0.7525261640548706, 0.5393565893173218, 0.886991024017334, 0.9582436680793762, 0.4413193166255951, 0.670888364315033, 0.43778711557388306, 0.9023013114929199, 0.9758932590484619, 0.45103198289871216
1, 37, 50, 83Perc, last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5753961205482483, 0.43970051407814026, 0.7525261640548706, 0.5393565893173218, 0.886991024017334, 0.9582436680793762, 0.4413193166255951, 0.6642616987228394, 0.43197545409202576, 0.9013444185256958, 0.9797675609588623, 0.4645892381668091
1, 37, 32, 83Perc, first_last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5753961205482483, 0.43970051407814026, 0.7525261640548706, 0.5393565893173218, 0.886991024017334, 0.9582436680793762, 0.4413193166255951, 0.7035380601882935, 0.47973722219467163, 0.8891919255256653, 0.9629788994789124, 0.45244839787483215
1, 37, 12, 83Perc, new, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5753961205482483, 0.43970051407814026, 0.7525261640548706, 0.5393565893173218, 0.886991024017334, 0.9582436680793762, 0.4413193166255951, 2.4847660064697266, 2.4713728427886963, 0.09985168278217316, 0.10202324390411377, 0.08640226721763611
1, 37, 35, 60Perc, all, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5716360807418823, 0.509656548500061, 0.6761171221733093, 0.471046507358551, 0.9071616530418396, 0.9741796851158142, 0.46403589844703674, 0.6222196221351624, 0.42216816544532776, 0.9156504273414612, 0.9784830808639526, 0.46309635043144226
1, 37, 42, 60Perc, first, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5716360807418823, 0.509656548500061, 0.6761171221733093, 0.471046507358551, 0.9071616530418396, 0.9741796851158142, 0.46403589844703674, 0.600542426109314, 0.4296409487724304, 0.9184600710868835, 0.976331353187561, 0.48157426714897156
1, 37, 43, 60Perc, last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5716360807418823, 0.509656548500061, 0.6761171221733093, 0.471046507358551, 0.9071616530418396, 0.9741796851158142, 0.46403589844703674, 0.6135308742523193, 0.4270067811012268, 0.9173242449760437, 0.9768692851066589, 0.48115670680999756
1, 37, 43, 60Perc, first_last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5716360807418823, 0.509656548500061, 0.6761171221733093, 0.471046507358551, 0.9071616530418396, 0.9741796851158142, 0.46403589844703674, 0.6047291159629822, 0.39785948395729065, 0.9172046780586243, 0.98440021276474, 0.4669589698314667
1, 37, 11, 60Perc, new, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5716360807418823, 0.509656548500061, 0.6761171221733093, 0.471046507358551, 0.9071616530418396, 0.9741796851158142, 0.46403589844703674, 2.501406192779541, 2.5012009143829346, 0.10784313827753067, 0.10274340957403183, 0.08372481167316437
1, 37, 44, 30Perc, all, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5744495987892151, 0.539850115776062, 0.5887090563774109, 0.445917010307312, 0.9460110664367676, 0.9869989156723022, 0.3375910520553589, 0.41704925894737244, 0.31582313776016235, 0.961074948310852, 0.9924160242080688, 0.3705795407295227
1, 37, 25, 30Perc, first, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5744495987892151, 0.539850115776062, 0.5887090563774109, 0.445917010307312, 0.9460110664367676, 0.9869989156723022, 0.3375910520553589, 0.43821102380752563, 0.33095747232437134, 0.9583032131195068, 0.9934994578361511, 0.3608149588108063
1, 37, 26, 30Perc, last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5744495987892151, 0.539850115776062, 0.5887090563774109, 0.445917010307312, 0.9460110664367676, 0.9869989156723022, 0.3375910520553589, 0.461140513420105, 0.32462385296821594, 0.9502289891242981, 0.9956663250923157, 0.37216299772262573
1, 37, 40, 30Perc, first_last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5744495987892151, 0.539850115776062, 0.5887090563774109, 0.445917010307312, 0.9460110664367676, 0.9869989156723022, 0.3375910520553589, 0.4101982116699219, 0.29865843057632446, 0.9633646607398987, 0.996749758720398, 0.357542484998703
1, 37, 11, 30Perc, new, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5744495987892151, 0.539850115776062, 0.5887090563774109, 0.445917010307312, 0.9460110664367676, 0.9869989156723022, 0.3375910520553589, 2.574512243270874, 2.5733394622802734, 0.11436490714550018, 0.09317442774772644, 0.09300116449594498
1, 37, 26, 16Perc, all, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5969430208206177, 0.541085958480835, 0.5162897706031799, 0.47307154536247253, 0.9602140784263611, 0.9790794849395752, 0.392475426197052, 0.36309003829956055, 0.30146846175193787, 0.9704513549804688, 0.991631805896759, 0.4554083049297333
1, 37, 25, 16Perc, first, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5969430208206177, 0.541085958480835, 0.5162897706031799, 0.47307154536247253, 0.9602140784263611, 0.9790794849395752, 0.392475426197052, 0.3352394700050354, 0.2838771641254425, 0.9795253872871399, 0.9979079365730286, 0.45130398869514465
1, 37, 32, 16Perc, last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5969430208206177, 0.541085958480835, 0.5162897706031799, 0.47307154536247253, 0.9602140784263611, 0.9790794849395752, 0.392475426197052, 0.33080142736434937, 0.27627071738243103, 0.9781293869018555, 0.991631805896759, 0.42920050024986267
1, 37, 34, 16Perc, first_last, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5969430208206177, 0.541085958480835, 0.5162897706031799, 0.47307154536247253, 0.9602140784263611, 0.9790794849395752, 0.392475426197052, 0.3250882923603058, 0.26419588923454285, 0.976733386516571, 0.9958158731460571, 0.44728517532348633
1, 37, 11, 16Perc, new, 1.6486738920211792, 1.4015332460403442, 0.5394587516784668, 0.6216799020767212, 0.5311617255210876, 0.5969430208206177, 0.541085958480835, 0.5162897706031799, 0.47307154536247253, 0.9602140784263611, 0.9790794849395752, 0.392475426197052, 2.652843475341797, 2.6355607509613037, 0.10772452503442764, 0.1171548143029213, 0.09739204496145248
