subject,train_epochs,retraining_epochs,retraining_samples,retraining_method,train_loss,val_loss,train_accuracy,val_accuracy,test_accuracy,pre_retraining_train_accuracy,pre_retraining_test_accuracy,new_train_loss,new_val_loss,new_train_accuracy,new_val_accuracy,new_test_accuracy,r_train_loss,r_val_loss,r_train_accuracy,r_val_accuracy,r_test_accuracy
1, 39, 36, 83Perc, all, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.690686047077179, 0.4451552629470825, 0.17669889330863953, 0.518898069858551, 0.9808024168014526, 0.8630744814872742, 0.5181775689125061, 0.15666790306568146, 0.33025923371315, 0.9822466373443604, 0.9188589453697205, 0.5261351466178894
1, 39, 28, 83Perc, first, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.690686047077179, 0.4451552629470825, 0.17669889330863953, 0.518898069858551, 0.9808024168014526, 0.8630744814872742, 0.5181775689125061, 0.18453024327754974, 0.33022573590278625, 0.9752016663551331, 0.9258320331573486, 0.5556249022483826
1, 39, 38, 83Perc, last, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.690686047077179, 0.4451552629470825, 0.17669889330863953, 0.518898069858551, 0.9808024168014526, 0.8630744814872742, 0.5181775689125061, 0.1508323848247528, 0.36997297406196594, 0.9846771359443665, 0.9033280611038208, 0.5237946510314941
1, 39, 36, 83Perc, first_last, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.690686047077179, 0.4451552629470825, 0.17669889330863953, 0.518898069858551, 0.9808024168014526, 0.8630744814872742, 0.5181775689125061, 0.1682925820350647, 0.3832027316093445, 0.9784071445465088, 0.9074484705924988, 0.5447027683258057
1, 39, 11, 83Perc, new, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.690686047077179, 0.4451552629470825, 0.17669889330863953, 0.518898069858551, 0.9808024168014526, 0.8630744814872742, 0.5181775689125061, 2.8668320178985596, 2.866311550140381, 0.07788227498531342, 0.08019017428159714, 0.06818536669015884
1, 39, 41, 60Perc, all, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.6449174880981445, 0.5485804677009583, 0.1405445784330368, 0.5096591711044312, 0.9911189079284668, 0.8726266026496887, 0.4814668893814087, 0.13951905071735382, 0.31865477561950684, 0.9857990741729736, 0.9216772317886353, 0.5446372032165527
1, 39, 40, 60Perc, first, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.6449174880981445, 0.5485804677009583, 0.1405445784330368, 0.5096591711044312, 0.9911189079284668, 0.8726266026496887, 0.4814668893814087, 0.14362086355686188, 0.28204986453056335, 0.9853154420852661, 0.9347310066223145, 0.5268138647079468
1, 39, 43, 60Perc, last, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.6449174880981445, 0.5485804677009583, 0.1405445784330368, 0.5096591711044312, 0.9911189079284668, 0.8726266026496887, 0.4814668893814087, 0.1325223445892334, 0.3447359800338745, 0.9874258041381836, 0.9149525165557861, 0.5260252356529236
1, 39, 40, 60Perc, first_last, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.6449174880981445, 0.5485804677009583, 0.1405445784330368, 0.5096591711044312, 0.9911189079284668, 0.8726266026496887, 0.4814668893814087, 0.1486569046974182, 0.31724822521209717, 0.982853353023529, 0.9165347814559937, 0.5189274549484253
1, 39, 12, 60Perc, new, 1.7090659141540527, 1.9695892333984375, 0.4597824811935425, 0.38161683082580566, 0.2785458266735077, 0.6449174880981445, 0.5485804677009583, 0.1405445784330368, 0.5096591711044312, 0.9911189079284668, 0.8726266026496887, 0.4814668893814087, 2.870661497116089, 2.873351573944092, 0.0762365385890007, 0.07990506291389465, 0.07831230014562607
